text,parent_text,tox_codes_oc,label_oc,tox_codes_ic,label_ic
"What dull minds find boring, sharp minds interesting. Robert Brown looked into a boring drop of water and observed interesting Brownian motion. Lestrade","It is an excruciatingly BORING book, but someone has to do it. The ''postulates of reason''... oh shit, Immanuel brother. Can't find a solution, it's all in the noumenal baby!!",[0. 0. 0.],0,[1. 1. 0.],1
", , what about RAF raid on the La Caine HQ? ""Raid on La Caine"" could imply it is the common/official name. Though ideally, it would be The Dirty Dozen, but from the air and with Brits...   ",The French Job? ;O) ,[0. 0. 0.],0,[0. 0. 0.],0
You don't need to delete the previous comments to have a useful discussion going forward. I'm done responding.  ,I shall.  Why are you so keen to ensure that there is no useful discussion of anything at Talk:Paul Keating?  ,[0. 0. 0.],0,[0. 0. 0.],0
" I will probably start LGBT in the Middle East on sandbox. Once it is completed, it will be easy to translate.   •  • Log)","Since LGBT in the United States exists, maybe LGBT in the Middle East would be a good idea. The article can be written in English and translated into Arabic  ",[0. 0. 0.],0,[0. 0. 0.],0
Except every other fucking redirect. Bugger off. ,"Basically, you could not find anything to prove your point, I get it.  ",[1. 1. 1.],1,[1. 1. 1.],1
"So Fixed4u, you are saying you delibrately added false and misleading information to a BLP to make a point? That is a sanctionable offence in itself.  ","I completely agree. I only changed the article to ""on loan from Peter Lim"" because other Wikipedia users were removing ""on loan from Benfica"" and complaining that it was incorrect.  ",[0. 0. 1.],0,[0. 1. 1.],1
" If the reviewers are staff and professional, use them. If that can't be confirmed, don't use them.  ","Me neither, just don't use sites like So So Gay. '''''  '''·''' contribs)'''''",[0. 0. 0.],0,[0. 0. 0.],0
" Today: ""... a jolly little article on one of the most prolific and perhaps most incompetent British ..."" - thank you, Eric! What would Wikipedia be without you?  "," How refreshing to chat in a moss, compared to ACE ;)  ",[0. 1. 0.],0,[0. 0. 0.],0
"No, ""personal communication"" or ""interview"" won't cut it. I'll try and help out best I can. Card money is live, but still expanding. —  ","I can email one or two of the world currency experts for more info, but I don't know if a ""personal communication"" citation will cut it on WP. I have one possible source I haven't checked... ",[0. 0. 0.],0,[0. 0. 0.],0
"Yay, thanks. ",   Does this suck less?   [ ],[0. 0. 0.],0,[0. 0. 0.],0
I once did research about this because I believed it to be worthy of its own Wikipedia article. ,"Apparently, you are referring to MMORPG and WP:MMORPG, but without a source.
— ",[0. 0. 0.],0,[0. 0. 0.],0
"As currently written, it seems overly detailed to me, but that´s my opinion. It sucks a bit that it dominates the personal life section. Make it a section of its own, perhaps?  ",It was a fairly significant event in his career and has been mentioned in more recent articles about him also.  ,[0. 0. 1.],0,[0. 0. 0.],0
"Ehh ... You will have to ask some minimal (well-formed) kind of question before I can even approach at an answer (and no, the junk above isn't excactly cutting it!  )",Maybe ''skældsord'' then? '''',[1. 1. 0.],1,[0. 1. 1.],1
Googling 'darlig ulv' brings up Lost references... possible crossover next year? D, You need Pete's World Atlas!   Ba-dum tish!,[0. 0. 0.],0,[0. 0. 0.],0
"I think people are voting because it's an interesting concept, not because the image is particularly feature-worthy.  No comment on the suspicious voting pattern...  "," Correct, I noted that, too. However, I couldn't find any traces of solicitation either - can you?  | ",[0. 0. 0.],0,[1. 0. 0.],0
"We're not here to push a POV about The Federalist.  It's not a source that describes it, it's a non-noteworthy criticism.  Has anyone else noted this criticism?  ","It may be negative for you, but for anti-LGBT conservatives, it is a blessing. We have just a very small number of sources that describe The Federalist, and this is one of them. -   ",[0. 0. 0.],0,[0. 0. 1.],0
I don't think I need to respond this illogical response.   • ,"Ah, I see. If someone doesn't renounce Satanism or their heterosexuality, we can officially put them in the ""Satanist"" and ""LGBT"" categories. BLP concerns are trivial.  ",[0. 1. 0.],0,[0. 1. 0.],0
All sorted. Sadly it's damned slow on the reviewing front at the moment—there just aren't enough people chipping in to review to get some of the pages over the line at the moment. –  ,"I'll let you do it, if you're satisfied. Had to archive two others, and I've commented on one which has almost hit the minimum (but is stuck). —  ",[0. 0. 1.],0,[0. 0. 0.],0
" The mass media pushed this term onto everybody. But whatever the case, usage depends on context. Anti-LGBT is the more neutral and formal term, WP:NPOV applies. "," The media reflects common usage, though.  If most people called it ""anti-LGBT feeling"" then the media would follow suit.  But they don't, so WP:COMMONNAME applies. ",[0. 0. 0.],0,[0. 0. 0.],0
What's the article? I'll have a look.  | ,"Sorry, I ought to have been clearer, the article falls under the scope of my tban. Which is why I asked, I`m not getting my arse blocked for a slip up   ",[0. 0. 0.],0,[0. 1. 0.],0
P.S. I have pics of ''Guidance of Youth''it's a good story thereit's what our city bought instead of a Rodin. Yeah.  ,"That's because Salem has no culture, silly. )  ",[0.  0.  0.5],0,[0.5 0.  0.  0. ],0
"Oh, and for SFL, any of these what you are after? ",If reliable sources describe him as Scottish then he is Scottish - his place of birth is irrelevant. On a side-note you can retrieve dead links from this. ,[0. 0. 0.],0,[0. 0. 0.],0
"Its terrible that they have started backstabbing, but those death threats earlier - no probs there.  ", It will be interesting to see if others pick up on his moving away (We can document Milo as a prior GG supporter but not this yet).   ,[0. 0. 0.],0,[0. 1. 0.],0
"I agree, I see nothing objectionable about using the terms suggested above in place of the term homosexual since mainstream literature likely (I'm not 100% sure) acknowledges these as synonyms.  ",So the term gay is prefered? The word also means happy. I have no preference really.   ·  · email),[0. 0. 0.],0,[0. 0. 0.],0
Acknowledged.  ,As a homosexual I can reclaim it for my own use. Not to mention said slur is often used as a meaningless suffix for some of the websites this topic originated on.— ,[0. 0. 0.],0,[0.  0.  0.5],0
Thanks for catching that. So it seems that nothing that Eric1 wrote was accurate. That is very disappointing.  | ,"'''Note''': Something I should have mentioned above is that GLAAD advised against using the term ''homosexual'' before 2014; therefore, I have tweaked this text in the article.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Probably not. Penis von Lesbian, that's another matter.  "," I didn't think so, but would you allow an account named ?  ",[0.5 1.  0. ],0,[1. 1. 0.],1
I agree. Sometimes when I'm in need of a distraction I sign on to STiki and do some vandal fighting. What I find is that even when there is no vandalism there is simply rubbish by the ton.  ,"The metric we really should be looking at is the ""crapflood influx""/experienced editor ratio.  And my gut tells me that number isn't getting any better.   ",[0. 1. 0.],0,[0. 0. 0.],0
See WP:NPA. - ,You seem to rather sacrifice your credibility than admit being wrong. Are you a troll?  ,[0. 0.],0,[1. 0. 0.],0
"I don't have any problem with your specific edit, and I haven't made any comment on it. ",I'm not trying to make it into a transgender issue. My edit was literally this. ,[0. 0. 0.],0,[0. 0. 0.],0
Let's all Wikipedia:Assume good faith that everyone has good intentions. Sydney Poore/,"You're being ridiculous. All I meant by the word ""dig"" was that I'd do some searching for news articles. I know what a secondary source is. Posting insults from an anonymous IP address is rude.  ",[0. 0. 0.],0,[0. 1. 0.],0
"I misunderstood what you were asking originally. Yes, removing the 0 works. I just changed it.  ","That would, of course, solve nothing. Couldn't the zero just be removed?  ",[0. 0. 0.],0,[0. 0. 0.],0
"Please tell me you don't like Coldplay, at least. '''''' ","Oh that's hilarious. I am TOTALLY gay, except for the monogrammed towels.  ",[0. 0. 0.],0,[0. 0. 0.],0
 Another USMC bio that needs some help.  Woodrow Wilson Barr was a raider with a ship named after him.  Bio is scant to say the least.  Can you work some magic on this one?, Shit hot.  Looks good.,[0. 0. 0.],0,[0. 0. 0.],0
" Sources that post unsupported hearsay gossip that is not confirmed, they aren't reliable and whence not notable.  In case that's not clear enough, your Katrina nonsense is a gossip fish story.   ","If reliable sources are mentioning it, that tends to make it notable. If someone posts gossip without any supporting reliable source, of course it can be deleted.  ",[1. 0. 0.],0,[0. 1. 1.],1
It just happened on the last episode. Rosa tried to get with Paige after the latter said she'd been with women.   ," find a reliable source through WP:PW/RS. I've seen reports that Rosa Mendes claimed to be bisexual on Total Divas, not Paige.  ''''''",[0. 0. 0.],0,[0. 0. 0.],0
"Yes I suppose you're right. But for future editors, beware there's significant duplication so both templates may need to be updated if you're adding an article about a gender/sexual identity.  "," (Tom), I'm not sure what you are asking for regarding Template:LGBT, which is a different matter than Template:Gender and sexual identities.  ",[0. 0. 0.],0,[0. 0. 0.],0
Hense the IAR part. There isn't a draft for someone to take under their wing here.  | ,"I think G13 is only for Articles for Creation articles, not every draft. I'll do it without the notice.   ",[0. 0. 0.],0,[0. 0. 0.],0
"Oi, what a mess. The original TfD seems to have been almost entirely overtaken by current events, and I'm starting to think DRV is the only option. Maybe I'll do so myself.  ", There is currently a discussion about converting  into an -derivative on the talk page of the former.  ,[0. 0. 0.],0,[0. 0. 0.],0
"Somehow I missed this interaction. Jytdog, I wrote a long response to you and Gandydancer on Gandydancer's page.  I only found this when I came here to post the talkback template. ","You know I thought about this more and I will strike the ""disgusting"" comment.  It wasn't helpful. Doing that now.  ",[0. 0. 0.],0,[0. 0. 1.],0
" oh, that trickier.  i don't know and would be guessing.  you can ask at the Talk page for the Ds/alert template; folks there know and can tell you!  ","I did it wrong then? Damn. I didn't copy / paste the box, but used markup that I copied/pasted. is that the same? do I have to go round undoing and apologising?- ",[0. 0. 0.],0,[0. 0. 1.],0
"I am aware of that, but, nonetheless, one may see that as controvrsial.  One may see him as either homosexual or just a pervert depending on gender.  Then again, some may see no controversy at all. ","As for Crassius Curio, his tendencies aren't necessarily homosexual - he behaves the same way whether your character is male or female.  He's more omnisexual.",[1. 0. 0.],0,[0. 0. 0.],0
"This is what we are left with, bloody ridiculous!  What on earth is the point?  ''''''"," And those using a mobile phone who only want a single stray factoid, like where Burges died, are they not readers, too?  ",[1. 0. 0.],0,[1. 1. 1.],1
" several pages looks like it supports your contention.  Why, then is not cited as a ref for, at least, ""several modern biographers agree that she was a lesbian""?  ","Please consult the very small selection of sources above, which offer support for various LGBT interpretations, including lesbianism. –  ⋅ ",[0. 0. 0.],0,[0. 0. 1.],0
" Yeah, Avaragado is completely right!",I agree with Avaragado. It looks dumb the way it is. - ,[0. 0. 0.],0,[0. 1. 0.],0
 What happened? ,"In an abundance of caution, I'll qualify my outing comment. It ''may'' depend on the language you use when you open the SPI. If you want to run it past me first, feel free. ",[0. 0. 0.],0,[0. 0. 0.],0
 What if an admin only looses patience? Did you follow the link to justice? How do you like my translation? Approved for DYK.  ," When an admin behaves like a complete arse, all I really want them to do is ''realise'' they are behaving like a complete arse.   ",[0. 0. 0.],0,[0. 0. 0.],0
"Perhaps I misunderstood. Is there some other way to ""make definitive claims of COI outside of a declaration by the conflicted editor"" without outing?  ",agreed with all that - but nobody said anything was an excuse for OUTING.... unclear where the comment is coming from.   ,[0. 0. 0.],0,[0. 0. 0.],0
" ""Order! Order!""   ","''Tonypandy Burning'', boyo.  ",[0. 0. 0.],0,[0. 0. 0.],0
That's why you're the go-to-man. ) Now if you could comment at Cyberchase...  ,Damn I'm good!  ,[0. 0. 0.],0,[0. 0. 1.],0
"For the record, I'm pretty certain that he's pulling all of your legs. ;-) ","Great, my intrest is piqued and that bit on Skye, if true, is a really fucked-up and great plot point...or even the episode in general. We'll see.  12:13 A.M. 23rd July 2006",[0. 0. 0.],0,[1. 1. 1.],1
Okay. Thank you. . ,"As the attacks were being reverted by various people, the troll moved from one target to the next. I have no idea how it started.  ",[0. 0. 0.],0,[0. 0. 0.],0
"This is true.  So, if the individual unit articles are more up-to-date, as is most likely, then we should use their references. ","It most likely is that the individual unit articles are more up-to-date than the one on the conversion article. Either way, the value needs to match the reference given.  { /  / physics / books}",[0. 0. 0.],0,[0. 0. 0.],0
"What makes you think she is not notable? She is an academic, an historian, specializing in Israeli history. She currently holds research positions in academic institutions.  ","An op-ed from a non-notable? You are really scraping the bottom of the barrel, here. Should be removed.  ",[0. 0. 0.],0,[0. 1. 0.],0
"I'm amazed that you've discovered it's our Tomasz. Surprised he can find time to fit it all in. And him such a dish, too!  ","I see. ""Nowt so queer"" etc. Looks like damage has been inflicted elsewhere (""The January record high strangely occurred when it was dark""). Oh dear.  ",[0. 0. 0.],0,[0. 0. 0.],0
Both pages show the confirmed cases are 182 which means the page you indicated includes a case confirmed in China.――  ,I was looking at this page: http://english.mw.go.kr/front_eng/sg/ssg0111ls.jsp?PAR_MENU_ID=1001&MENU;_ID=100111  ,[0. 0. 0.],0,[0. 0. 0.],0
@ L235. Why do you put up with this crap? . ,"To be absolutely clear, for the avoidance of doubt in case anyone was wondering, I did not ask Josve05a to comment here, though I was on IRC when he was asked to. ''''''  / c / ) ",[1. 1. 0.],1,[1. 1. 0.],1
I suspect Dame Edna may be a closet gladisexual.    ,What do you mean telling someone to be civil? How on earth can homosexual be a term of abuse? In any case Dame Edna is not a homosexual but a much married heterosexual. ,[1.  0.  0.5],0,[0. 1. 1.],1
"I think a ""citation needed"" is sometimes appropriate, but let's not get carried away.  These are refdesk questions, and nothing is ever as appreciated as a well-referenced correct answer.  ",Can anyone point to the Wikipedia policy that says that we can't respond to people posting unsourced crap on the ref desk by pointing out on the refdesk that their crap is unsourced?  ,[0. 0. 0.],0,[0. 0. 0.],0
I put the progressive article and your edits into their own section. Feel free to adjust it.," I tweaked it a bit more. If the Progressive article is staying, then the counter sentence that I added should stay, for balance. I will go back and add a cite for that.",[0. 0. 0.],0,[0. 0. 0.],0
"The ""&redlink;=1"" throws me. I wonder if it is due to the template at the bottom, where the years are all redlinks until the page is created. Never seen this with other similar articles though. ","Hi, same problem with Malayan local elections, 1956 it appears.  ",[0. 0. 0.],0,[0. 0. 0.],0
 It is unacceptable for a third party to edit war on a user talk page.  ," That doesn't make it any less WP:LAME to edit war on warning templates. That is not directed only at you, by any means. ~ ",[0. 0. 0.],0,[0. 0. 0.],0
"Does one source prove ""commonly""?  ",http://www.ign.com/articles/2014/06/11/e3-2014-final-fantasy-14-getting-two-new-classes-gay-marriage can i add the category now?  ,[0. 0. 0.],0,[0. 0. 0.],0
"A note; four have commented, including Sagittarian Milky Way and Bongwarrior at the top.  ","Can I get the opinions of a couple more people on this? If consensus is that it is indeed not a problem, then there's no point wasting brain cells on a non-existent ""problem"".  ",[0. 0. 0.],0,[0. 0. 0.],0
"oh, I see, we are discussing /x/, I was thinking /h/. Would I be right in saying that /h/ was no Proto-Slavic phoneme, though?  "," No, it ''was'' a Common Slavonic phoneme. However, the word ''xotěti'' ""to want"" shows original /x/, while the /x/ that appeared in central dialects where it has now replaced /g/, is secondary. ",[0. 1. 0.],0,[0. 0. 0.],0
" I support ''Trans?'' as a memorable generic shortcut. I have used the term this way often enough in dialogue elsewhere and never had a complaint, or a suggestion of a better word to use.  ",Or WP:Trans? like the WP:Gay? redirect leading to another section on the same page?  ,[0. 1. 0. 0. 0. 0.],0,[0. 0. 0. 0. 0. 0. 0.],0
 I don't know what the problem is. The SADF reached all their military objectives. The loss was merely on the political terrain.  ,"Impossible with all this South African arrogant editors, even one of them proudly says its a WHITE South African in its User page. Whats next? A racial explanation of the alleged S.African Victory?? ",[0. 0. 0.],0,[1. 1. 0.],1
liar. '''''',I haven't commented there in three days. ,[1. 1. 1.],1,[1.  0.5 1. ],1
"What the hell?! We ARE talking about redirects, aren't we?  ","Ok, well feel free to respond to my arguments on this topc, which have nothing to do with the issues you have brought up. ― ",[1. 1. 0.],1,[1. 1. 1. 1.],1
Thank you.  | ),"I like the way you managed to add Death growls here, it should suffice.  ",[0. 0. 0.],0,[0. 0. 0. 0.],0
Could be both. ,That's either incredibly ballsy or incredibly stupid.,[0. 0. 0.],0,[0. 0. 1.],0
"As you were good enough to note earlier on my behalf in this case, sometimes it takes a ping. ",I also pointed out on my user talk that there was an apparent outing issue in this regard. I haven't the faintest idea whether or not it registered with the Arbs.  ,[0. 0. 0.],0,[0. 0. 0.],0
"If it looks like a duck, quacks like a duck and walks like a duck, it's a duck.   ",Those aren't four reverts. Stop making stuff up.,[0. 0. 0.],0,[0. 0. 0.],0
"Be quiet.  I've just sent a message to Doc asking him if he considers his birth defect ""snazzy.""  If he says it, we can quote him.-","I have a listing of birth defects considered snazzy by FDA. However, I am not going to tell you what they are. ",[0. 0. 0.],0,[1.  0.5 0. ],0
" ""Objectivity"", right!  That's why you ignore the evidence you demanded and bludgeoned the article with a grotesquely inappropriate use of a source.  Quit embarrassing yourself.  �� "," As long as you stop hyper-defending in the face of objectivity, OK. Cheers, m8. ",[0. 0. 1.],0,[1. 1. 1.],1
Added again and removed.  ,Indeed. That was total nonsense.  —    ≽ʌⱷ҅ᴥⱷʌ≼ ,[0. 0. 0.],0,[0. 0. 0.],0
"I had to look up the tracks of them (except Ophelia) and they were creepy. This one however is expected to move south, which tropical cyclones rarely do (i think.)","Ok, what about Ophelia, Marco (96), and Roxanne (95)? Those were pretty creepy.  ''''' #12''''' ",[0. 0. 0.],0,[0. 0. 0.],0
 Ahem....my primary concern with that image is someone forgot to put the damn seat down.  ��,Should have known that was you in there.  ,[1. 1. 0.],1,[0. 1. 1.],1
You've reached your highest level of incompetence. '''',Still no evidence? Me topic banned? Change that 4 to a 0. ,[0. 1. 1.],1,[1. 1. 1.],1
"I suggest you stop the personal attacks, right now. — Martin ( · "," Are you really stupid, or just pretending? All those millions of transclusions work with month and year only, no day. The only ones that had a day parameter are the 450 I fixed.  ",[0. 0. 0.],0,[0. 1. 0.],0
"  Oh, if you're interested in the history of Early Christianity, James Tabor is a great source. With a great blog!  _"," Might I ask why japanese wikipedia is so terrible? Is it just neglected, or is it a cultural thing? _",[0. 0. 0.],0,[0. 0. 0.],0
", sorry it took me so long. Limited time with my mama here. I'll try to check back in later. Let me know if you'd like any changes, but I think you should be good now.  "," I'll look at it, but it may take me a couple of days. My mama is here visiting. We are taking her on an excursion tomorrow and won't be home until late.  ",[0. 0. 0.],0,[0. 0. 0.],0
 Indeed. And that he now works at Tesla which offers highest wages does not fit a narrative of a wage and employee suppressing philosophy.  ,"So, he is a moral untouchable - for life?  Well, ok, with such a ""moral"" code, we are all damned.  ",[0. 0. 0.],0,[0. 0. 0.],0
 Does the tool count DYK credits that were given out manually when the bot was down?  ,"I almost just gave you one, but I checked  and you only have 48 DYKs. Sucks to be you. Meanwhile, I'll be trotting around the Teahouse on my brand new pony.  ",[0. 0. 0.],0,[0.5 0.  0.  0. ],0
 {{#ifeq:{{VISITOR}}|Blythwood|{{hide user boxes}}}} )  ,"No worries. Just delete all those silly 'I'm a Wiki-Ninja' templates on your user page and we're square, OK? )  ",[0. 0.],0,[0. 0. 0.],0
"Excuse me, but that sounds a bit like a personal attack there. ","Alright, I see. However, I still think Bryan is full of crap. Wiser, I agree, all views are equal because they are all equally wrong, including my view. ",[0. 0. 0.],0,[0. 1. 0.],0
Your choice.  No worries.   ,Oh I used to have it but I deactivated it a while back. I prefer to do everything in a transparent manner so that's why I removed it.  ,[0. 0. 0.],0,[0. 0. 0.],0
"Uhm . . . What?  What an odd thing to ping me for.  Your last statement is worse than silly, Smallbones.   ",", I'll ask that we just leave this alone now.  says he is done, and I'll enforce that if needed.  ()",[0.  1.  0.5],0,[1. 1. 1.],1
"Well, to be less sloppy, it is commonly called ""Khrushchev's Secret Speech"" - üser:Altenmann ","It is very common, I assure you. It is always called the ""secret speech"". If people for some reason want the overly long, obscure official title, fine, but it blatantly contradicts WP:COMMONNAME.  ",[0. 0. 0.],0,[0. 0. 0.],0
 That makes it even more scary! - ,"Dude, I'm a biologist.",[0. 0. 0.],0,[0. 1. 1.],1
No reply was really anticipated or necessary. ''Qui tacet consentire videt ubi loqui debuit ac potuitur.''   ,Totally ridiculous conversation. Done with it.  ,[0.],0,[0. 1.],0
"Her Majesty's Government - much of the info about Loxley is classified, hence I have not wished to breach guidelines set by the UK Govt for obvious reasons!  "," What does ""HMG"" stand for? Whatever it stands for, I'm not sure how receiving some sort of permission from an entity will confer to Wikipedia's notability guidelines. ",[0. 0. 0.],0,[0. 0. 0.],0
"Oh right, I think thats about the Primate of All Ireland who was hung for homosexuality (with a bishop). That stands a better chance of being easy to find. ",I meant references for mediaeval homosexuals claiming that Jesus was homosexual as a defence in a trial which is the specific claim currently in the article- where did you get this information from? ,[0. 0. 1. 1.],0,[0. 0. 1.],0
"""Not until"" should read ""in"". -  ", The problem is that this is too vague. What gay-rights stances did she supposedly support? Did she propose any pro-LGBT bills in the Senate? ,[0.  0.  0.5 0.  0.  0. ],0,[0. 0. 0. 0. 0. 0.],0
I don't even know what that looks like. A tribble?  , Nuked? You are more like a rotten puffball than a nuke.  ,[1. 0. 0.],0,[0. 1. 0.],0
"Seems like an odd way to keep me away from talking to/about you (which as I recall was your strong desire).  But sure, why not, if it brings you some kind of joy. ", Does that also go for other editors?  'Cause I'd really like to pop by and call you a dick once in a while.   ,[1. 0. 0.],0,[1. 1. 1.],1
"I suspect the assumption is that a historical film is a historical fiction film, otherwise I guess it would be a documentary film... ",What about Category:Historical fiction films?  ,[0. 0. 0.],0,[0. 0. 0.],0
"By my count, all transclusions should be cleared now.   {{}}",2 transclusions remain on protected pages of inactive users. The transclusion counter still reports 16.  ,[0. 0. 0.],0,[0. 0. 0.],0
"and you know this, how?  ","What is an ""Islamic motive"" in the first place? Did Mateen want to spread Islam, kill ""infidel"" Christians? Obviously not. The motive was killing LGBT people out of homophobia, plain and simple.  ",[0. 1. 0. 0. 0. 0.],0,[0.5 0.  0.  0.  0.  0. ],0
"I would hardly call anything said by Trump or Clinton or any other candidate ""historic"" so far...  ","And I in no way support Trump or Clinton, frankly, but come on, the GOP presidential candidate calling LGBT people just another American tribe, deserving of protection. This is historic stuff.  ",[0. 0. 0.],0,[0. 0. 0.],0
" Apologies, although I think the status quo should have remained before starting the discussion per WP:BRD  ",Please check the times.   ,[0. 0. 0.],0,[0. 0. 0.],0
" A little more information could be added to the article, but sure, we can use that as a DYK hook with what we have now. Best,  ","Do you think we're ready? How about:
 ... that the ''' Stonewall National Monument''' in New York City is the first U.S. National Monument dedicated to LGBT rights and history?",[0. 0. 0.],0,[0. 0. 0.],0
That's because there is not an approved vaccine yet and you can't provided proper sources for your claim. ,"Well, you could not go and get a vaccine right now, could you? They are not available. —  ",[0.  0.  0.5],0,[0. 0. 0.],0
"I JUST WANT ONE FUCKING LINK REMOVED FROM THE ""See also"" SECTION. WHY DO I NEED TO START AN WP:RFC JUST FOR THAT?  ",I've just declined a request to semi-protect this article - the next admin might just think protecting would be the easiest thing to do. Starting a RFC seems to be your best course of action.  ,[1. 1. 1.],1,[1. 1. 1.],1
Soviet Union & Tajikistan started in 1991. Ebyabe is do started confirming speaking Tajik. Tajik adding infomation Russia are not do confirmed used significant minority.  ,CIS? ‖   -  ‖,[0. 0. 0.],0,[0. 0. 0.],0
"Ok, agreed. For now we should limit it to allegations of homosexuality. I'm sure this simmering pot will come to a boil soon enough. ","What I was trying to say is that even if you think it's not ''a straight kiss'' it does not prove that he is gay. The sources you are using, although credible, do not state that he is gay. ",[0. 0. 0.],0,[0. 0. 0.],0
"Do you have any '''policy-based''' reason for deleting the sourced material? If so, please quote it on the talk page. ""Trivia"" doesn't count. Thanks.  ","The pot calling the kettle black. You're the one who's doing the tendentious editing, not me. And ""be that as it may"" isn't a good enough answer when being called out for making false claims.  ",[0. 0. 0.],0,[0. 0. 1.],0
"Duh, that's what I was saying until someone gave me a wrong answer. "," lmao, guys, half of that magazine page isn't about BT2, that side with the henchman is a different game, only coming out in Japan, the graphics are also a dead give away.",[0.  0.5 0. ],0,[0. 1. 0.],0
"Also, just to say, ""slide-linging"" sounds ''awfully'' dirty. But then it is Lou Reed.  ","Well, once the light has done been seen, might you care for an outing?  ",[0. 0. 0.],0,[0. 0. 0.],0
" I have to agree here. The phrase ""stalin's desire to consolidate"" is speculation. All what we have right to say is something like ""as a result, Stalin consolidated the power in his hands"". ",The statement is accurate. Your stuff is nothing but opinion—rather silly opinion at that. ,[0. 0. 0.],0,[0. 0. 1.],0
An Ambiguously Gay Duo movie would be cool. I didn't even think of that seemingly untentionally reference. ; . .,They're finally making the 'Ambiguously Gay Duo' movie? Hurrah! ,[0. 1. 0.],0,[1. 0. 0.],0
"Hawker Typhoon when did you become an ezpert on Indian castes. Since you will me giving me a block now  you are an big arse, lowlife.","Asking around on IRC. I'm confident we can keep up with the pace, but if somebody sprotects it, that'll save us some trouble. ",[1. 1. 1.],1,[1. 1. 1.],1
 I was about to ask you to please remove the baseless slur. ,"Now you're just being silly.  I don't see that the project is helped by us sniping at each other, so I see no useful purpose to continuing along these lines.   ",[0. 0. 0.],0,[0. 1. 0.],0
"You raise a separate issue, which I've replied to .  ","Off topic, but I love how Samsara is being so snarky to an admin. lol. But hey, Samsara, why don't ''you'' format the citation properly? Crazy thought, I know. lol. (talk page stalker) ''''''",[0. 0. 0.],0,[0. 1. 0.],0
I've created WWE World Championship (disambiguation). It may be useful somewhere. ,Sounds good. ,[0. 0. 0.],0,[0. 0. 0.],0
"Sounds great! Saying exactly what we know, no more or less. ","Okay. How about just noting that she flirts with guys (or at least Seiya) in the anime, but not in the manga? Then let the reader make up their own mind whether she's a lesbian or bi in the anime. ",[0. 0. 0.],0,[0. 0. 0.],0
" CITEHOW doesn't mandate use of templates, so it is important to include the need for a translation.   "," The |trans-title= parameter is provided on the common ""cite ..."" templates for an English translation of a title. It supplies the square brackets ",[0. 0. 0.],0,[0. 0. 0.],0
"Ever since you started editing this article, I have been contributing only sourced material. ","If you continue to add uncited, POV, OR nonsense to Wikipedia you will be blocked. Consider this your '''final''' warning. ",[0. 0. 0.],0,[0. 0. 1.],0
" Steve Irwin has just passed away days ago. Don't bring his name up in a joke like that. Let's show a little more respect to the dead, please.  ","It is pretty amusing though. Hee hee, Steve Irwin, stingrays and anal sex. ",[0. 0. 1.],0,[0. 1. 1.],1
They don't make any claims either which way as to whether it is based in science. Your link is frankly entirely irrelevant.  ��,Exactly my question to you! How your blah blah relates to nih websites claims about chiropractic.  ,[0.  0.5 0. ],0,[1. 0. 1.],1
...See what I mean? ,The pot calling the kettle black. ,[0. 0. 0.],0,[0. 1. 0.],0
"I prefer ""trans-antagonism"" to ""transphobia"" because not all oppression of trans people is rooted in fear (phobia). Also, some consider the terms ""transphobic"" and ""homophobic"" to be ableist. ","By the way, , why do you use the term ""trans-antagonistic"" instead of ""transphobic""? ",[0. 0. 0.],0,[0. 0. 1.],0
And arguing over what the one cause of a war was is stupid.  Reasonable scholars and reasonable students can list the contributing causes of a war.   ,"You're welcome. Yes, that's right, wars are more often than not a result of both political and economic causes. ",[1. 1. 1.],1,[0. 1. 1.],1
"More importantly, though, why would the favorites of her dead husband be important in his widow's reign?  Perhaps it should be ""the power in the court of ''her'' numerous favourites and lovers."" ? ","I would guesses that his lovers are also his favorites, and that he was homosexual, from the context.  Usually ""mistresses"" is used for female lovers. ",[0. 0. 0.],0,[0. 0. 1.],0
"Well, that's why I added the question mark, to show that I wasn't sure whether it was support for or against. )   ","I was all agreeing with you that () and [] aren't the same thing, until you brought up Lisp, which in my experience is a very convincing argument ''against'' nesting ()s within ()s. ;-) ",[0. 0. 0.],0,[0. 0. 0.],0
I can't fucking believe people are even bringing that up. — [  ],She was only offering a business opportunity.  ,[1. 1. 1.],1,[1. 1. 1.],1
Can only find one such edit (48) referencing half a sentence  ,Was that a pre-emptive strike against accustions of sockpuppetry? ;-)  ,[0. 0. 0.],0,[0. 0. 0. 0.],0
"Done.  While I was filing the case I ran into an SPI casefile for Kosi, but I believe that one should be merged into Billy's since Billy is the older account of the two. —  "," - I think that the three are connected.  Checkuser data is kept for 90 days, so that Checkuser is available for two of the accounts.  If Checkuser is positive, then the third will be a duck.   ",[0. 0. 0.],0,[0. 0. 0.],0
"Rubbish. Per WP:GA?#Immediate failures, but also GA criteria point 2a and potentially 2c & d. Anyway, I count 7 tags.  ","There's 4 or 5 in the article total. The issues are trivial; GA articles don't need to be perfect, just enough that whatever issues it has could be fixed in five minutes. ",[0. 0. 0.],0,[0. 0. 1. 1.],0
